street,zipcode,city,useCode,taxAssessmentYear,taxAssessment,yearBuilt,lotSizeSqFt,finishedSqFt,bathrooms,bedrooms,amount,regionName,regionType
13141 Welby Way,91606,North Hollywood,SingleFamily,2018,238330.0,1951,6600,1512,2.0,3,677257,Valley Glen,neighborhood
2010 7th St,91340,San Fernando,SingleFamily,2018,65023.0,1971,7081,1080,2.0,3,480713,San Fernando,city
9248 Oneida Ave,91352,Sun Valley,SingleFamily,2018,416091.0,1950,9756,1540,2.0,4,532193,Sun Valley,neighborhood
1277 5th Ave,90019,Los Angeles,MultiFamily2To4,2018,1510000.0,1923,7792,5280,6.0,6,1754196,Mid City,neighborhood
13051 Macneil St,91342,Sylmar,SingleFamily,2018,158429.0,1963,9411,1120,2.0,3,503105,Sylmar,neighborhood
1732 W 22nd St,90007,Los Angeles,SingleFamily,2018,473381.0,1905,6574,1752,2.0,4,718231,Adams-Normandie,neighborhood
10836 Nestle Ave,91326,Porter Ranch,SingleFamily,2018,434933.0,1957,11376,1530,2.0,3,697638,Northridge,neighborhood
17648 Miranda St,91316,Encino,SingleFamily,2018,184954.0,1949,5820,1155,2.0,3,716342,Encino,neighborhood
5901 Wall St,90003,Los Angeles,Duplex,2018,19559.0,1910,5143,1266,2.0,3,438665,Southeast Los Angeles,neighborhood
12326 Laurel Terrace Dr,91604,Studio City,SingleFamily,2018,668100.0,1954,6000,960,1.0,2,1053483,Studio City,neighborhood
336 Belmont Ave,90026,Los Angeles,Triplex,2018,759477.0,1895,5976,2263,4.0,6,1037758,Westlake,neighborhood
2418 Venus Dr,90046,Los Angeles,SingleFamily,2018,556434.0,1982,7523,4421,3.0,3,2909126,Hollywood Hills,neighborhood
153 S Beachwood Dr,90004,Los Angeles,SingleFamily,2018,2039672.0,1937,11164,3826,3.0,4,3493522,Mid Wilshire,neighborhood
4548 Poe Ave,91364,Woodland Hills,Condominium,2018,998919.0,1972,19575,2836,3.5,4,1258898,Woodland Hills,neighborhood
11723 Folkstone Ln,90077,Los Angeles,SingleFamily,2018,1856074.0,1999,5845,3892,3.5,4,2598146,Bel Air,neighborhood
438 W 77th St,90003,Los Angeles,MultiFamily2To4,2018,428400.0,1910,5501,1408,NA,0,457184,South Los Angeles,neighborhood
21901 Lassen St UNIT 182,91311,Los angeles,Condominium,2018,372300.0,1976,168881,1558,3.0,3,431497,Chatsworth,neighborhood
12055 Susan Dr,91344,Granada Hills,SingleFamily,2018,865325.0,1962,17714,6074,5.0,8,1597026,Granada Hills,neighborhood
11341 Regent St,90066,Los Angeles,SingleFamily,2018,105753.0,1952,6310,1317,2.0,3,1423157,Mar Vista,neighborhood
6321 W 84th Pl,90045,Los Angeles,SingleFamily,2018,869254.0,1952,7048,1831,2.5,4,1351224,Westchester,neighborhood
6712 Nestle Ave,91335,Reseda,SingleFamily,2018,367071.0,1951,6247,1536,2.0,3,586236,Reseda,neighborhood
3147 Dona Emilia Dr,91604,Studio City,SingleFamily,2018,2675046.0,1964,9104,4798,5.0,5,2976964,Studio City,neighborhood
5206 Pacific Ave,90292,Marina Del Rey,SingleFamily,2018,3500000.0,1991,3659,4236,5.0,3,3773667,Venice,neighborhood
14581 Paddock St,91342,Sylmar,Duplex,2018,317871.0,1947,7135,2121,4.0,4,674077,Sylmar,neighborhood
8024 De Garmo Ave,91352,Sun Valley,Quadruplex,2018,379940.0,1944,11570,3150,4.0,8,800680,Sun Valley,neighborhood
2243 Cheswic Ln,90027,Los Angeles,SingleFamily,2018,202074.0,1930,13053,3498,3.0,3,3008468,Los Feliz,neighborhood
16856 Rinaldi St,91344,Granada Hills,SingleFamily,2018,154141.0,1955,6930,1346,2.0,4,606856,Granada Hills,neighborhood
11001 Nassau Ave,91040,Sunland,SingleFamily,2018,338071.0,1956,6566,1229,2.0,2,607725,Sunland,neighborhood
23100 Vose St,91307,West Hills,SingleFamily,2018,391779.0,1979,7501,3459,5.0,6,987048,West Hills,neighborhood
14742 Mc Kendree Ave,90272,Pacific Palisades,SingleFamily,2018,1359832.0,1980,7801,3757,NA,0,3935817,Pacific Palisades,neighborhood
7211 Mulholland Dr,90068,Los Angeles,SingleFamily,2018,834075.0,1948,4212,1712,2.0,3,1304347,Hollywood Hills,neighborhood
917 S Normandie Ave,90006,Los Angeles,SingleFamily,2018,68607.0,1907,6768,1872,1.0,3,1272233,Koreatown,neighborhood
1844 N Kingsley Dr APT 10,90027,Los Angeles,Apartment,NA,NA,NA,NA,NA,1.0,1,1077695,Hollywood,neighborhood
1900 W 43rd Pl,90062,Los Angeles,SingleFamily,2018,345777.0,1917,6315,1745,2.0,3,652907,South Los Angeles,neighborhood
15931 Kalisher St,91344,Granada Hills,SingleFamily,2018,154601.0,1954,7927,2339,3.0,6,723346,Granada Hills,neighborhood
240 S Carondelet St,90057,Los Angeles,Quadruplex,2018,378209.0,1955,8031,3750,4.0,12,1367006,Westlake,neighborhood
1965 W 108th St,90047,Los Angeles,SingleFamily,2018,166685.0,1943,5482,1559,2.0,3,558532,South Los Angeles,neighborhood
1345 W 74th St,90044,Los Angeles,SingleFamily,2018,252789.0,1924,5600,1044,1.0,3,453010,South Los Angeles,neighborhood
23536 Sylvan St,91367,Woodland Hills,SingleFamily,2018,86948.0,1959,10802,2104,2.0,4,781748,Woodland Hills,neighborhood
2232 W 24th St APT 203,90018,Los Angeles,MultiFamily2To4,NA,NA,NA,NA,NA,2.0,2,779401,Jefferson Park,neighborhood
11916 Goshen Ave APT 1,90049,Los Angeles,Condominium,2018,390297.0,1979,7372,1875,3.0,4,1122763,Brentwood,neighborhood
8935 Garden Grove Ave,91325,Northridge,SingleFamily,2018,291002.0,1956,6752,1690,2.0,4,653429,Northridge,neighborhood
2145 E 4th St,90033,Los Angeles,Triplex,2018,351302.0,1907,6427,2848,3.0,7,705927,Boyle Heights,neighborhood
2911 S Rimpau Blvd,90016,Los Angeles,SingleFamily,2018,703800.0,1927,5183,1115,1.0,3,727088,West Adams,neighborhood
4284 Navajo Ave,91602,Toluca Lake,SingleFamily,2018,493948.0,1980,8872,3525,4.0,4,2263661,Toluca Lake,neighborhood
307 W Sandison St,90744,Wilmington,SingleFamily,2018,61176.0,1955,5009,1315,1.0,3,485426,Wilmington,neighborhood
23022 Strathern St,91304,Canoga Park,SingleFamily,2018,195125.0,1958,9756,1435,2.0,3,620964,West Hills,neighborhood
6119 Eileen Ave,90043,Los Angeles,SingleFamily,2018,190793.0,1924,5937,870,1.0,2,606743,Hyde Park,neighborhood
201 W Century Blvd,90003,Los Angeles,SingleFamily,2018,230821.0,1940,4415,1100,2.0,3,416951,Southeast Los Angeles,neighborhood
1292 Meadowbrook Ave,90019,Los Angeles,SingleFamily,2018,46703.0,1924,6400,1399,1.0,3,1206572,Mid City,neighborhood
1908 W 20th St,90018,Los Angeles,MultiFamily2To4,2018,447371.0,1910,6791,1838,NA,0,728649,Adams-Normandie,neighborhood
7901 Breen Ave,90045,Los Angeles,SingleFamily,2018,470635.0,1950,6110,1178,2.0,3,999845,Westchester,neighborhood
5121 Randall St,90230,Los Angeles,SingleFamily,2018,130528.0,1967,5340,1734,2.0,3,1222307,Del Rey,neighborhood
1005 S Dodson Ave,90732,San Pedro,SingleFamily,2018,703000.0,1927,8100,1744,2.0,3,840221,San Pedro,neighborhood
14844 Ararat St,91342,Sylmar,SingleFamily,2018,313118.0,1954,6436,1233,2.0,4,529998,Sylmar,neighborhood
18915 Runnymede St,91335,Reseda,SingleFamily,2018,388821.0,1952,6019,1457,1.0,3,549510,Reseda,neighborhood
1156 W 58th Pl,90044,Los Angeles,SingleFamily,2018,194737.0,1912,4798,1148,1.0,2,426750,South Los Angeles,neighborhood
944 Gatun St,90731,San Pedro,SingleFamily,2018,321142.0,1963,8415,1796,2.0,4,739322,San Pedro,neighborhood
10410 Oakdale Ave,91311,Chatsworth,SingleFamily,2018,613644.0,1976,18100,2601,3.0,4,903353,Chatsworth,neighborhood
965 S Catalina St,90006,Los Angeles,SingleFamily,2018,673777.0,1939,5911,1157,2.0,2,1311134,Koreatown,neighborhood
7839 Electra Dr,90046,Los Angeles,SingleFamily,2018,645995.0,1970,14602,3559,4.0,4,3660826,Hollywood Hills,neighborhood
3852 Royal Woods Dr,91403,Sherman Oaks,SingleFamily,2018,895153.0,1954,10454,1941,3.0,4,1408216,Encino,neighborhood
924 Keniston Ave,90019,Los Angeles,SingleFamily,2018,1500672.0,1922,7003,2461,2.0,4,1797257,Mid City,neighborhood
10811 Des Moines Ave,91326,Porter Ranch,SingleFamily,2018,644320.0,1964,8309,2154,2.0,4,758303,Northridge,neighborhood
4440 Mammoth Ave,91423,Sherman Oaks,SingleFamily,2018,97553.0,1947,11688,1589,1.0,2,1295967,Sherman Oaks,neighborhood
13025 Filmore St,91331,Pacoima,SingleFamily,2018,40239.0,NA,NA,NA,NA,NA,451821,Pacoima,neighborhood
4362 O'neill St,90032,Los Angeles,SingleFamily,2018,18041.0,1910,5581,1100,2.0,2,590923,El Sereno,neighborhood
13746 Eldridge Ave,91342,Sylmar,SingleFamily,2018,108056.0,1956,8758,1358,2.0,3,542397,Sylmar,neighborhood
19363 Ludlow St,91326,Porter Ranch,SingleFamily,2018,248190.0,1967,7561,2154,2.0,4,744737,Northridge,neighborhood
2074 Kerwood Ave,90025,Los Angeles,SingleFamily,2018,1245114.0,1925,5321,1236,1.0,2,1481272,Century City,neighborhood
7935 Fallbrook Ave,91304,Canoga Park,SingleFamily,2018,280738.0,NA,9700,1720,NA,5,638424,West Hills,neighborhood
1270 Angelo Dr,90210,Beverly Hills,SingleFamily,2018,6554520.0,1958,13734,3105,4.0,3,7864701,Beverly Crest,neighborhood
6817 Geyser Ave,91335,Reseda,SingleFamily,2018,436967.0,1947,6599,1110,1.5,3,530053,Reseda,neighborhood
11453 Rose Ave,90066,Los Angeles,SingleFamily,2018,781545.0,1951,5215,1545,2.0,3,1542495,Mar Vista,neighborhood
12342 Sarah St,91604,Studio City,SingleFamily,2018,137395.0,1942,7371,2047,2.0,3,1354476,Studio City,neighborhood
1728 E 115th St,90059,Los Angeles,SingleFamily,2018,108068.0,1927,6938,896,1.0,2,383649,Watts,neighborhood
1230 S Camden Dr,90035,Los Angeles,SingleFamily,2018,3322317.0,2008,8869,6750,7.5,6,4783833,Cheviot Hills,neighborhood
606 E 120th St,90059,Los Angeles,Duplex,2018,194019.0,1945,6624,1629,2.0,4,524565,Southeast Los Angeles,neighborhood
6004 Delphi St,90042,Los Angeles,SingleFamily,2018,149354.0,1954,4559,580,1.0,1,654440,Highland Park,neighborhood
4528 Cockerham Dr,90027,Los Angeles,SingleFamily,2018,1295594.0,1949,9583,2360,3.0,3,2011980,Los Feliz,neighborhood
3454 S Sycamore Ave,90016,Los Angeles,SingleFamily,2018,417223.0,1939,6624,1091,1.0,2,721455,West Adams,neighborhood
3619 Mountain View Ave,90066,Los Angeles,SingleFamily,2018,469928.0,1938,9626,2905,3.0,5,2361298,Mar Vista,neighborhood
23654 Calvert St,91367,Woodland Hills,SingleFamily,2018,384965.0,1960,7959,1785,3.0,4,741319,Woodland Hills,neighborhood
21503 Dumetz Rd,91364,Woodland Hills,SingleFamily,2018,224044.0,1964,4400,1896,2.0,4,797680,Woodland Hills,neighborhood
1014 W 56th St,90037,Los Angeles,SingleFamily,2018,209868.0,1920,6387,1748,2.0,3,498850,South Los Angeles,neighborhood
22347 Lull St,91304,Canoga Park,SingleFamily,2018,468529.0,1980,6762,2759,3.0,4,742857,Canoga Park,neighborhood
15445 Bermuda St,91345,Mission hills,Mobile,2018,32149.0,1993,NA,1740,NA,0,188371,Mission Hills,neighborhood
560 Loring Ave,90024,Los Angeles,SingleFamily,2018,1456556.0,1936,17756,3050,4.0,4,4061178,Westwood,neighborhood
2049 Greenfield Ave,90025,Los Angeles,SingleFamily,2018,133759.0,1932,6756,1581,2.0,3,1591546,West Los Angeles,neighborhood
13254 Hubbard St,91342,Sylmar,SingleFamily,2018,216056.0,1956,6959,1299,2.0,3,544387,Sylmar,neighborhood
1427 W 25th St,90007,Los Angeles,MultiFamily2To4,2018,295001.0,1906,6791,2219,NA,6,642220,Central City,neighborhood
1520 E 98th St,90002,Los Angeles,SingleFamily,2018,281141.0,1994,2001,1356,3.0,4,400760,Watts,neighborhood
8437 Vicksburg Ave,90045,Los Angeles,SingleFamily,2018,824241.0,1941,6001,1330,1.0,3,1005803,Westchester,neighborhood
2548 Cotner Ave,90064,Los Angeles,SingleFamily,2018,110990.0,1939,5447,991,1.0,2,1226445,Cheviot Hills,neighborhood
5721 Briarcliff Rd,90068,Los Angeles,SingleFamily,2018,757787.0,1942,5537,1828,3.0,3,1677748,Hollywood Hills,neighborhood
15330 Del Gado Dr,91403,Sherman Oaks,SingleFamily,2018,1012685.0,1990,16827,3936,5.0,6,2028010,Sherman Oaks,neighborhood
121 S Park View St,90057,Los Angeles,Quadruplex,2018,385715.0,1911,7157,2411,4.0,4,1109247,Westlake,neighborhood
4417 Yellowstone St,90032,Los Angeles,SingleFamily,2018,54241.0,1942,5609,1600,2.0,3,667141,El Sereno,neighborhood
138 E 81st St,90003,Los Angeles,SingleFamily,2018,129920.0,1921,5065,621,1.0,2,613244,Southeast Los Angeles,neighborhood
918 Bay View Ave,90744,Wilmington,SingleFamily,2018,65236.0,1973,3624,1579,2.0,3,499709,Wilmington,neighborhood
19017 Vanowen St,91335,Reseda,SingleFamily,2018,367964.0,1949,5758,1113,1.0,2,513751,Reseda,neighborhood
418 E 25th St,90011,Los Angeles,Duplex,2018,287552.0,1902,6400,2072,3.0,5,665347,Central City,neighborhood
5271 Loleta Ave,90041,Los Angeles,MultiFamily2To4,2018,547549.0,1937,11021,2081,3.0,5,1167831,Eagle Rock,neighborhood
950 Napoli Dr,90272,Pacific Palisades,SingleFamily,2018,7810933.0,1955,23752,3942,4.0,5,8918183,Pacific Palisades,neighborhood
4312 8th Ave,90008,Los Angeles,Quadruplex,2018,765666.0,1928,6600,6430,8.0,10,1045358,Leimert Park,neighborhood
1451 Exposition Blvd,90018,Los Angeles,SingleFamily,2018,595626.0,1951,7503,2400,2.0,4,790707,South Los Angeles,neighborhood
2224 S Sycamore Ave,90016,Los Angeles,SingleFamily,2018,636547.0,1925,5040,1094,1.0,2,808498,Mid City,neighborhood
5424 Buchanan St,90042,Los Angeles,Duplex,2018,268243.0,1932,5706,1356,NA,3,864481,Highland Park,neighborhood
18655 Bryant St,91324,Northridge,SingleFamily,2018,193162.0,1952,5736,1197,1.0,4,526259,Northridge,neighborhood
10022 Reseda Blvd UNIT 1,91324,Los Angeles,Condominium,2018,437336.0,1979,120539,2054,3.0,2,544975,Northridge,neighborhood
1611 W 79th St,90047,Los Angeles,SingleFamily,2018,267664.0,1927,5227,1079,1.0,2,474009,South Los Angeles,neighborhood
1519 Walgrove Ave,90066,Los Angeles,SingleFamily,2018,205763.0,1949,5944,1346,2.0,3,2114057,Venice,neighborhood
2153 W 84th Pl,90047,Los Angeles,SingleFamily,2018,335497.0,1929,5715,1085,1.0,3,504420,South Los Angeles,neighborhood
7810 Granito Dr,90046,Los angeles,SingleFamily,2018,3701909.0,2007,7780,4561,4.5,4,3849131,Hollywood Hills,neighborhood
7512 Topeka Dr,91335,Reseda,SingleFamily,2018,432330.0,1954,7405,1880,3.0,3,606324,Reseda,neighborhood
2360 E 107th St,90002,Los Angeles,SingleFamily,2018,162973.0,1910,6572,2310,3.0,4,517676,Watts,neighborhood
6845 Amestoy Ave,91406,Van Nuys,SingleFamily,2018,364284.0,1947,19624,1505,2.0,3,713649,Lake Balboa,neighborhood
672 E 51st St,90011,Los Angeles,SingleFamily,2018,391881.0,1914,4791,2499,2.0,2,579644,Southeast Los Angeles,neighborhood
9412 Bolton Rd,90034,Los Angeles,SingleFamily,2018,111567.0,1948,6887,2091,2.0,3,2442771,Beverlywood,neighborhood
2901 Pasadena Ave,90031,Los Angeles,Duplex,2018,310807.0,1980,5011,2490,3.0,5,821334,Lincoln Heights,neighborhood
19953 Welby Way,91306,Winnetka,SingleFamily,2018,283651.0,1952,6539,936,1.0,3,515462,Winnetka,neighborhood
3112 Waverly Dr,90027,Los Angeles,SingleFamily,2018,1200000.0,1925,7199,1935,3.0,3,1635307,Los Feliz,neighborhood
420 N Mccadden Pl,90004,Los Angeles,SingleFamily,2018,2813875.0,1926,11020,4000,5.0,5,3478455,Mid Wilshire,neighborhood
5124 Fulton Ave,91423,Sherman Oaks,SingleFamily,2018,398472.0,1950,9710,1782,2.0,4,1210705,Sherman Oaks,neighborhood
2031 W 66th St,90047,Los Angeles,SingleFamily,2018,51924.0,1925,3998,958,1.0,2,452037,South Los Angeles,neighborhood
11510 Venice Blvd,90066,Los Angeles,SingleFamily,2018,129965.0,1954,2499,808,1.0,1,927532,Mar Vista,neighborhood
22041 Valerio St,91303,Canoga Park,SingleFamily,2018,385711.0,1946,6969,1568,3.0,5,622339,Canoga Park,neighborhood
436 E 31st St,90011,Los Angeles,SingleFamily,2018,161662.0,1904,4154,881,1.0,2,395712,Central City,neighborhood
12413 Westminster Ave,90066,Los Angeles,MultiFamily2To4,2018,685181.0,NA,NA,NA,NA,NA,2525670,Mar Vista,neighborhood
13961 Tucker Ave,91342,Sylmar,SingleFamily,2018,318604.0,NA,8362,1900,3.0,4,605642,Sylmar,neighborhood
10151 Regent St,90034,Los Angeles,Triplex,2018,400495.0,1950,5237,2432,4.0,4,1422537,Palms,neighborhood
9143 Vena Ave,91331,Arleta,SingleFamily,2018,299968.0,1953,6098,2255,2.5,5,583911,Arleta,neighborhood
15038 Providence Ln,91343,North Hills,Condominium,2018,406099.0,1992,166549,1919,3.0,3,499633,North Hills,neighborhood
12220 Van Nuys Blvd,91342,Sylmar,SingleFamily,2018,194268.0,1961,7198,1409,2.0,3,533354,Lakeview Terrace,neighborhood
16427 Kingsbury St,91344,Granada Hills,SingleFamily,2018,416123.0,1962,6577,1804,2.0,4,654931,Granada Hills,neighborhood
5522 Sylvia Ave,91356,Tarzana,SingleFamily,2018,715000.0,2019,7056,3200,4.0,4,1113777,Tarzana,neighborhood
23414 Sidlee Pl,90710,Harbor City,SingleFamily,2018,274832.0,1969,5890,1200,2.0,3,607753,Harbor City,neighborhood
2010 Penmar Ave,90291,Venice,Condominium,2018,417475.0,1996,62996,2007,3.0,3,1520182,Venice,neighborhood
4008 Ballina Dr,91436,Encino,SingleFamily,2018,1555397.0,1956,16223,2378,3.0,4,1624400,Encino,neighborhood
3208 W 75th St,90043,Los Angeles,SingleFamily,2018,351729.0,1938,6374,1598,2.0,3,626858,Hyde Park,neighborhood
17510 Mayall St,91325,Northridge,SingleFamily,2018,647000.0,1959,11329,1705,2.0,4,734564,Northridge,neighborhood
822 W Upland Ave,90731,San Pedro,SingleFamily,2018,479426.0,1998,4939,1512,3.0,4,597172,San Pedro,neighborhood
1435 S Point View St APT 3,90035,Los Angeles,Apartment,NA,NA,1969,NA,NA,2.0,3,1002169,Pico-Robertson,neighborhood
10315 Fairgrove Ave,91042,Tujunga,SingleFamily,2018,559302.0,1961,4599,1148,2.0,3,586389,Tujunga,neighborhood
1741 W 60th St,90047,Los Angeles,SingleFamily,2018,372000.0,1921,3360,968,1.0,2,395993,South Los Angeles,neighborhood
6406 Bryn Mawr Dr,90068,Los Angeles,SingleFamily,2018,340776.0,1953,4748,1296,2.0,2,1148991,Hollywood Hills,neighborhood
1910 Marina Dr,90732,San Pedro,SingleFamily,2018,124271.0,1959,7013,1633,2.0,3,878783,San Pedro,neighborhood
9400 Swinton Ave,91343,North Hills,SingleFamily,2018,371870.0,1962,8463,1650,2.0,3,629850,North Hills,neighborhood
3753 Regal Vista Dr,91403,Sherman Oaks,SingleFamily,2018,1407475.0,1959,11520,2790,3.0,4,1877324,Encino,neighborhood
4451 Sunnycrest Dr,90065,Los Angeles,SingleFamily,2018,308665.0,1966,4476,2196,3.0,4,968119,Glassell Park,neighborhood
4118 Colbath Ave,91423,Sherman Oaks,SingleFamily,2018,414171.0,1941,8259,1354,2.0,2,1257544,Sherman Oaks,neighborhood
7719 Loma Verde Ave,91304,Canoga Park,SingleFamily,2018,349049.0,1954,7501,1297,2.0,3,544207,Canoga Park,neighborhood
1748 N Dillon St,90026,Los Angeles,SingleFamily,2018,228377.0,1939,5696,2395,3.0,3,1924292,Silver Lake,neighborhood
5150 Calvin Ave,91356,Tarzana,SingleFamily,2018,2600999.0,2009,18295,8146,6.0,6,2959099,Tarzana,neighborhood
1622 Palisades Dr,90272,Pacific Palisades,Condominium,2018,865797.0,1974,361366,1734,3.0,2,1050131,Pacific Palisades,neighborhood
22951 Austin St,91364,Woodland Hills,SingleFamily,2018,728572.0,1958,7797,2012,2.0,3,900804,Woodland Hills,neighborhood
4325 Zaca Pl,90065,Los Angeles,SingleFamily,2018,574237.0,1925,5271,1554,2.0,3,885212,Eagle Rock,neighborhood
7114 Wyngate St,91042,Tujunga,SingleFamily,2018,337681.0,1990,7699,2113,3.0,3,752173,Tujunga,neighborhood
228 W 49th St,90037,Los Angeles,Triplex,2018,252584.0,1913,5445,2111,3.0,3,555245,Southeast Los Angeles,neighborhood
521 E 21st St,90011,Los Angeles,MultiFamily2To4,2018,28167.0,1890,6320,1810,2.0,4,612244,Central City,neighborhood
10762 Mcvine Ave,91040,Sunland,SingleFamily,2018,197296.0,1961,4029,1164,2.0,3,565204,Sunland,neighborhood
3715 Kelton Ave,90034,Los Angeles,Quadruplex,2018,1191180.0,1965,4998,4254,7.0,7,1835827,Palms,neighborhood
18213 Osborne St,91325,Northridge,SingleFamily,2018,241914.0,1953,6628,1442,2.0,3,607114,Northridge,neighborhood
4217 W 64th St,90043,Los Angeles,SingleFamily,2018,484499.0,1947,8400,1704,2.0,3,759090,Hyde Park,neighborhood
3505 Rosewood Ave,90066,Los Angeles,SingleFamily,2018,186082.0,NA,NA,NA,NA,NA,1659632,Mar Vista,neighborhood
16435 Chatsworth St,91344,Granada Hills,SingleFamily,2018,376994.0,1956,10112,2430,3.0,4,683750,Granada Hills,neighborhood
2334 Manning Ave,90064,Los Angeles,SingleFamily,2018,331525.0,1928,6082,1990,3.0,4,1957921,West Los Angeles,neighborhood
1405 Arlington Ave,90019,Los Angeles,SingleFamily,2018,369804.0,1908,7501,2566,1.0,3,1216116,Arlington Heights,neighborhood
8051 Nardian Way,90045,Los Angeles,SingleFamily,2018,105741.0,1948,6677,1622,2.0,4,1271078,Westchester,neighborhood
10911 Lindley Ave,91344,Granada Hills,SingleFamily,2018,665445.0,1968,7623,2231,3.0,4,745046,Northridge,neighborhood
9640 Nevada Ave,91311,Chatsworth,SingleFamily,2018,240837.0,1967,13228,2211,3.0,4,727089,Chatsworth,neighborhood
5172 Borland Rd,90032,Los Angeles,SingleFamily,2018,33121.0,1949,5589,774,1.0,2,527665,University Hills,neighborhood
530 N Robinwood Dr,90049,Los Angeles,SingleFamily,2018,2442897.0,NA,NA,NA,NA,5,4252443,Brentwood,neighborhood
3439 Keystone Ave APT 6,90034,Los Angeles,Condominium,2018,340996.0,1989,7407,1378,3.0,2,807137,Palms,neighborhood
136 W 99th St,90003,Los Angeles,Quadruplex,2018,48434.0,1957,5200,2236,4.0,4,633468,Southeast Los Angeles,neighborhood
1126 N Gage Ave,90063,Los Angeles,SingleFamily,2018,182673.0,1928,3906,1140,2.0,3,554997,East Los Angeles,city
10937 Quill Ave,91040,Sunland,SingleFamily,2018,58327.0,1956,6259,1210,2.0,3,600100,Sunland,neighborhood
9660 Crebs Ave,91324,Northridge,SingleFamily,2018,572220.0,1960,7501,1456,2.0,4,622847,Northridge,neighborhood
20920 Dalton Ave,90501,Torrance,SingleFamily,2018,239327.0,1951,6761,1470,2.0,3,607665,Harbor Gateway,neighborhood
3520 Rosewood Ave,90066,Los Angeles,SingleFamily,2018,1428000.0,1947,4904,1125,1.0,3,1683679,Mar Vista,neighborhood
1264 Blake Ave,90031,Los Angeles,SingleFamily,2018,16965.0,1929,1598,484,1.0,1,581073,Elysian Valley,neighborhood
10859 Vena Ave,91345,Mission Hills,SingleFamily,2018,99991.0,1954,8067,1600,2.0,3,538225,Mission Hills,neighborhood
20618 Wyandotte St,91306,Winnetka,SingleFamily,2018,252854.0,1955,7622,1406,2.0,3,555983,Winnetka,neighborhood
3511 W 21st St,90018,Los Angeles,MultiFamily2To4,2018,55973.0,1909,7487,3160,NA,0,1092560,Jefferson Park,neighborhood
